476,112.96296296296296
480,112.96296296296296
756,124.07407407407408
760,124.07407407407408
764,124.07407407407408
1048,190.74074074074073
1052,190.74074074074073
1056,190.74074074074073
1060,190.74074074074073
1340,165.74074074074073
1344,165.74074074074073
1348,165.74074074074073
1640,96.29629629629629
1644,96.29629629629629
1648,96.29629629629629
1928,90.74074074074075
1932,90.74074074074075
1936,90.74074074074075
2224,140.74074074074076
2228,140.74074074074076
2504,174.07407407407408
2508,174.07407407407408
2512,174.07407407407408
2812,151.85185185185185
2816,151.85185185185185
2820,151.85185185185185
2824,151.85185185185185
3092,124.07407407407408
3096,124.07407407407408
3100,124.07407407407408
3104,124.07407407407408
3388,126.85185185185185
3392,126.85185185185185
3396,126.85185185185185
3400,126.85185185185185
3688,160.1851851851852
3692,160.1851851851852
3696,160.1851851851852
3700,160.1851851851852
3972,168.5185185185185
3976,168.5185185185185
3980,168.5185185185185
3984,168.5185185185185
4260,140.74074074074076
4264,140.74074074074076
4268,140.74074074074076
4552,107.4074074074074
4556,107.4074074074074
4560,107.4074074074074
4564,107.4074074074074
4844,107.4074074074074
4848,107.4074074074074
4852,107.4074074074074
4856,107.4074074074074
5136,146.29629629629628
5140,146.29629629629628
5144,146.29629629629628
5420,126.85185185185185
5424,126.85185185185185
5428,126.85185185185185
5432,126.85185185185185
5436,126.85185185185185
5720,26.85185185185185
5724,26.85185185185185
5728,26.85185185185185
5732,26.85185185185185
